0 0 7.493750000000001e-01 1.659006488590887e-18
1 0 1.083737249331217e-01 3.262747274796043e-17
2 0 -6.249999999995574e-04 -5.543004280343324e-02
3 0 1.236045577783299e-02 3.381398889027505e-17
4 0 -6.250000000003825e-04 -1.044710447013618e-02
5 0 1.507490851248486e-03 -1.658010528293239e-18
6 0 -6.250000000018326e-04 -3.059939468056301e-03
7 0 -1.023369874625663e-04 -2.476043121495930e-17
8 0 -6.249999999983131e-04 -1.249381682154203e-03
9 0 -4.435985767148630e-04 -4.662517344286896e-17
10 0 -6.249999999945699e-04 -6.209887187718518e-04
11 0 -5.448722911549766e-04 -5.916261011091964e-17
12 0 -6.249999999915256e-04 -3.434181931686553e-04
13 0 -5.830978152418338e-04 -5.989902389697692e-17
14 0 -6.249999999976074e-04 -1.982647672919173e-04
15 0 -5.997786907096581e-04 -5.039052256851784e-17
16 0 -6.250000000066984e-04 -1.108955890372592e-04
17 0 -6.074515520864743e-04 -3.648131697729143e-17
18 0 -6.250000000013263e-04 -5.010598225736924e-05
19 0 -6.105356488209682e-04 -2.322045231899816e-17
20 0 -6.249999999942195e-04 2.742075413924320e-17
21 0 -6.105356488209888e-04 -1.462460298019882e-17
22 0 -6.250000000013005e-04 5.010598225743049e-05
23 0 -6.074515520865305e-04 -1.266052815391289e-17
24 0 -6.250000000066546e-04 1.108955890373368e-04
25 0 -5.997786907097299e-04 -1.528384383279613e-17
26 0 -6.249999999975618e-04 1.982647672920137e-04
27 0 -5.830978152418953e-04 -1.957696747434800e-17
28 0 -6.249999999914926e-04 3.434181931687632e-04
29 0 -5.448722911550088e-04 -2.100191706721695e-17
30 0 -6.249999999945626e-04 6.209887187719582e-04
31 0 -4.435985767148612e-04 -1.666078145174388e-17
32 0 -6.249999999983342e-04 1.249381682154290e-03
33 0 -1.023369874625492e-04 -6.936203017483042e-18
34 0 -6.250000000018910e-04 3.059939468056357e-03
35 0 1.507490851248499e-03 2.126433101818390e-18
36 0 -6.250000000004325e-04 1.044710447013620e-02
37 0 1.236045577783300e-02 9.907870889853811e-18
38 0 -6.249999999995924e-04 5.543004280343319e-02
39 0 1.083737249331218e-01 3.413603279005497e-17
0 1 -6.250000000006618e-04 5.543490979466473e-02
1 1 1.236326340978905e-02 5.510420169616147e-17
2 1 -6.250000000002481e-04 4.864976212199628e-06
3 1 5.110078584180757e-03 4.099049086567669e-17
4 1 -6.250000000037326e-04 -2.101187250879713e-03
5 1 1.456711137941673e-03 1.965804814741438e-17
6 1 -6.250000000005984e-04 -1.230388077142148e-03
7 1 2.060267128937939e-04 -4.763752717357278e-18
8 1 -6.249999999961380e-04 -6.772928759044799e-04
9 1 -2.448032014384546e-04 -2.302251329571892e-17
10 1 -6.249999999967211e-04 -3.892733427501716e-04
11 1 -4.272233182141567e-04 -3.395085941374201e-17
12 1 -6.249999999976773e-04 -2.313544937287323e-04
13 1 -5.091038523895027e-04 -3.590227354797185e-17
14 1 -6.250000000016572e-04 -1.362829170397280e-04
15 1 -5.481336873668387e-04 -2.958715576960487e-17
16 1 -6.250000000035083e-04 -7.221847529666684e-05
17 1 -5.660674939013973e-04 -1.925497124515539e-17
18 1 -6.249999999906453e-04 -2.265167695268811e-05
19 1 -5.713017934654040e-04 -9.492517266011589e-18
20 1 -6.249999999906240e-04 2.265167695273463e-05
21 1 -5.660674939014524e-04 -4.777342222556141e-18
22 1 -6.250000000034514e-04 7.221847529672276e-05
23 1 -5.481336873669284e-04 -5.951276678197024e-18
24 1 -6.250000000015879e-04 1.362829170397981e-04
25 1 -5.091038523895921e-04 -1.111958629739886e-17
26 1 -6.249999999976237e-04 2.313544937288134e-04
27 1 -4.272233182142144e-04 -1.556418785842769e-17
28 1 -6.249999999967072e-04 3.892733427502515e-04
29 1 -2.448032014384648e-04 -1.747761567463424e-17
30 1 -6.249999999961816e-04 6.772928759045462e-04
31 1 2.060267128938279e-04 -1.191990469017280e-17
32 1 -6.250000000006884e-04 1.230388077142186e-03
33 1 1.456711137941729e-03 -5.480871196025233e-19
34 1 -6.250000000038579e-04 2.101187250879723e-03
35 1 5.110078584180798e-03 1.384166026558209e-17
36 1 -6.250000000003316e-04 -4.864976212215975e-06
37 1 1.236326340978914e-02 3.012089828711278e-17
38 1 -6.250000000005682e-04 -5.543490979466480e-02
39 1 -4.561019478951934e-02 4.400251308144540e-17
0 2 -6.249999999996944e-04 1.045684449765554e-02
1 2 1.513088664586521e-03 7.031153275438277e-17
2 2 -6.250000000009003e-04 2.115770089406366e-03
3 2 1.459461663694648e-03 6.137795168172242e-17
4 2 -6.250000000029729e-04 9.673444436789715e-06
5 2 5.595460031101301e-04 4.596763529808585e-17
6 2 -6.249999999999887e-04 -3.042006302970098e-04
7 2 1.064190191778429e-05 2.524753183743526e-17
8 2 -6.250000000003609e-04 -2.695248043200695e-04
9 2 -2.697936373626316e-04 6.843068388544660e-18
10 2 -6.250000000025746e-04 -1.930609706006892e-04
11 2 -4.116691117032575e-04 -4.954857934229252e-18
12 2 -6.250000000038117e-04 -1.278267715164658e-04
13 2 -4.847204910969467e-04 -8.631525651977071e-18
14 2 -6.250000000040863e-04 -7.713740537482095e-05
15 2 -5.216800440095616e-04 -4.753921492895429e-18
16 2 -6.250000000023438e-04 -3.623728112036244e-05
17 2 -5.373022376768328e-04 1.900344757418992e-18
18 2 -6.250000000029410e-04 9.315344443782420e-18
19 2 -5.373022376768662e-04 8.404132281708617e-18
20 2 -6.250000000022918e-04 3.623728112038488e-05
21 2 -5.216800440096487e-04 9.983443115648236e-18
22 2 -6.250000000040062e-04 7.713740537485142e-05
23 2 -4.847204910970517e-04 6.276730733396931e-18
24 2 -6.250000000037381e-04 1.278267715165043e-04
